artist	song	video_id	confidence	source	score	duration	channel	title	alternates
Cheap Trick	Surrender	T_Km11HNzUY	high	search	95	256	Cheap Trick	Cheap Trick - Surrender (Official Audio)	ZbkypX1OhZ0 86 Cheap Trick: Cheap Trick - Surrender (from Budokan!) | 78s_E8JG_ik 45 7clouds Rock: Cheap Trick - Surrender (Lyrics) | QiduU7w0p74 43 Top Squad: Cheap Trick - Surrender
Cheat Codes	Bloom (Feat. Train)	jzL6SzcOk-A	high	search	95	149	Cheat Codes	Cheat Codes x Train - Bloom (Official Video)	8mhjIuLkPl0 46 Cheat Codes: Cheat Codes x Train - Bloom (Acoustic Version) | G0MAntILWGg 43 Dance Paradise: Cheat Codes & Train - Bloom (Lyrics) | 85KfrULjxlU 40 soundbox Records: Cheat Codes feat. Train - Bloom
Cheat Codes	Find Love Now (feat. Punctual & Raphaella)	qHcMz2xrdQ4	high	search	87	161	Cheat Codes	"Cheat Codes, Punctual & Raphaella - ""Find Love Now"""	JOjLSn-Q_Gc 46 WaveMusic: Cheat Codes, Punctual & Raphaella - Find Love Now (Lyrics) | 4AuREcdmbPo 44 Dance Paradise: Cheat Codes, Punctual & Raphaella - Find Love Now (Lyrics) | RKplAa7pVlU -20 Vip's Acapellas: Cheat Codes, Punctual & Raphaella - Find Love Now (Acapella)
Cheat Codes	TYSM (feat. salem ilese)	JLFN6Y9fq24	low	search	42	170	soundbox Records	Cheat Codes feat. Salem Ilese - TYSM	-S0ZJ7oclPA 33 Live, Love, Move with Kim : TYSM- Mat Pilates with Kim - An Upper Body Track | Vk7SH37ZZdY -33 bowl2024 super: KASSANDRA - Quevedo | BUENAS NOCHES | YZSQnWczopA -129 Top Music: Uncover - Zara Larsson | Afterfab Remix  | Nhạc Nền Hot TikTok Cực Gây Nghiện (US - UK)
Cher	Believe	nZXRV4MezEw	high	search	97	237	Cher	Cher - Believe (Official Music Video) [4K Remaster]	_iM6F35RGuE 83 Cher: Cher - Believe (Wetten, dass..?, 01/23/1999) | DundeXWAfIA 63 AllCherMusic: Cher - Believe | VZRAmH-KjOo 40 Cassette Classics: Cher - Believe (Lyrics)
Cher	DJ Play A Christmas Song	nPEJooq7kos	high	search	94	210	Cher	Cher - DJ Play a Christmas Song (Official Audio)	-Z6AnCRjWX0 87 Cher: Cher - DJ Play a Christmas Song (Official Lyric Video) | WJ4J3_skh4E 85 Cher: Cher - DJ Play A Christmas Song (SNL) | vAFv6uqxQN4 84 Cher: Cher - DJ Play A Christmas Song (Wetten, dass..?, November 25, 2023)
Cher	Put A Little Holiday In Your Heart (with Cyndi Lauper)	DsMs2PdbPjk	high	search	95	188	Cher	Cher - Put a Little Holiday In Your Heart [with Cyndi Lauper] (Official Audio)	Aw6S9dbacOM 41 Ch3rky: Cher - Put a Little Holiday in your Heart (ft Cyndi Lauper) Lyrics | FOWbQF-JUpg 40 André Luis: Cher e Cyndi Lauper - Put a Little Holiday In Your Heart. | zN81_yXooE4 38 Gryphon Lights: Christmas Light Show 2025 - Put a Little Holiday in Your Heart - Cher with Cyndi Lauper
Cheryl Lynn	Star Love	wbTFz0tpUUE	high	search	95	446	Cheryl Lynn	Cheryl Lynn - Star Love (Official Audio)	"AAFlRkrIAuo 75 Cheryl Lynn: Star Love (Disco Version) | iMxHJl2nGXw 50 Cheryl Lynn: Star Love (Original 12"" Mix) | kwDpAlJ8Qa4 41 DiscoSaturdayNightTV: Cheryl Lynn - Star Love (Columbia Records 1978)"
Chic	Le Freak	7PC-AcrHEKU	low	search	56	329	Nile Rodgers & CHIC	Le Freak (2006 Remaster)	aXgSHL7efKg 55 RHINO: CHIC - Le Freak (Official Music Video) | IHfsRbUjTXQ 55 Nile Rodgers & CHIC: Le Freak | 4-Vz6tNfV1Y 38 LiveFromHolland: Chic - Le Freak
Chicago	25 Or 6 To 4	8A3HZvGN0qs	high	search	95	290	Chicago Band	Chicago - 25 or 6 to 4 (Official Audio)	F9MyD-wJEwY 77 Chicago Band: 25 or 6 to 4 (2002 Remaster) | CxJVHaP3zRo 77 Chicago Band: 25 or 6 to 4 (2002 Remaster) | iUAYeN3Rp2E 41 Rockin' Hits Productions: Chicago - 25 Or 6 To 4 (HD)
Chicago	Along Comes a Woman	yzYWnfk5rZw	high	search	80	256	Chicago Band	Along Comes a Woman (2006 Remaster)	851jar65Al8 79 Chicago Band: Along Comes a Woman (2009 Remaster) | laZ0pB5jbzA 77 Chicago Band: Along Comes a Woman (2009 Remaster) | M-kWUvd12vM 60 ChicagoKid1969: Chicago (band)- Along Comes A Woman (1987)
Chris Stapleton	Parachute	F0Ga_nPZuiI	high	search	79	254	Chris Stapleton	Parachute	ClrBiMp7_Uk 54 Chris Stapleton: Chris Stapleton - Parachute (Live on SNL) | v6ABKvVn9R8 46 CMT: Chris Stapleton Performs “Parachute” at 2016 CMT Music Awards | CXuVgJ8oPD8 40 WC Lyrics & Beats: Chris Stapleton  - Parachute (Lyric Video)
Christina Aguilera	Ain't No Other Man	8x7Ta89QLo4	high	search	95	293	Christina Aguilera	Christina Aguilera - Ain't No Other Man (Official Video)	fExPl8H3HlA 41 Familia Arango: Christina Aguilera  Ain't No Other Man Lyrics | jj-zC-jEss4 40 MVIDEO4K: Christina Aguilera - Ain't No Other Man (Music Video) | _jdlqWfd5HM 38 Ernesto Viana: Christina Aguilera Ain't No Other Man
Christina Aguilera	Come On Over Baby (All I Want Is You)	0RQDIJ2CvbA	high	manual	43	231	Christina Aguilera	Christina Aguilera - Come On Over (All I Want Is You) (Official Video)	6RsWz_FQQNw 39 ana smith: Christina Aguilera - Come On Over Baby (All I Want Is You) | 0RQDIJ2CvbA 30 Christina Aguilera: Christina Aguilera - Come On Over (All I Want Is You) (Official Video) | kaUa9omrOPM 13 Christina Aguilera: Come On Over (All I Want Is You)
Christina Milian	AM To PM	os-OoiMe5jc	high	search	88	232	Christina Milian - Topic	AM To PM	fN9KNsj0lYU 86 Christina Milian - Topic: AM To PM (Spanglish Version) | GeTGLNAchOc 52 Tuga93: Christina Milian - AM To PM Official Musicvideo 4K UHD | QrC8vi_AVUE 40 prettyemzy: Christina Milian - am to pm - with lyrics
Chrystal	The Days (NOTION Remix)	o8RcHrz2-uU	high	search	85	233	CHRYSTAL	CHRYSTAL - The Days (Notion Remix)	t-knFuqQdGc 47 NOTION: CHRYSTAL - THE DAYS  (NOTION REMIX) | r52Skqzbe2A 46 Amazing Lyrics: CHRYSTAL - THE DAYS (NOTION REMIX) (Lyrics) | N0lgzxjQh64 39 Empty: Chrystal - The Days (Notion Remix) x Pusher (Tonny)
Chuck Berry	Johnny B Goode	Y-9Y4CCIWnM	low	search	61	163	Chuck Berry	Johnny Be Goode	"6swgiM9vSEE 45 Rock & Roll Hall of Fame: Chuck Berry with Bruce Springsteen & The E Street Band ""Johnny B. Goode"" | Conc | aKCt8ssC7cs 43 VisageClub80s: CHUCK BERRY : Johnny B. Goode (1958) HD | xHM3uGATtT4 43 The Midnight Special: Johnny B Goode - Chuck Berry | The Midnight Special"
Chumbawamba	Amnesia	5G6JZlBRYMQ	high	search	88	249	Chumbawamba - Topic	Amnesia	3e7vfZIC_U0 42 SilentBob73: Chumbawamba - Amnesia | Kyoj3L9L1X8 40 Shadow TV Network: Chumbawamba - Amnesia - TOTP - 30 January 1998 | o7-YxONzfzs 39 Huppelplopp1848: Chumbawamba - Amnesia
CHVRCHES	Clearest Blue	BZyzX4c1vIs	high	search	87	264	CHVRCHES	CHVRCHES - Clearest Blue	"QpFXXPruuqU 86 CHVRCHES: CHVRCHES - Clearest Blue (lyric video) | 6NPnfxnvH7w 45 Baeblemusic: Chvrches performs ""Clearest Blue"" from Central Park Summerstage | 7XrTEjwpAjU 43 Pitchfork: Chvrches perform ""Clearest Blue"" - Pitchfork Music Festival 2015"
CHVRCHES	Miracle	e1YqueG2gtQ	high	search	95	198	CHVRCHES	CHVRCHES - Miracle (Official Video)	CdcORL2jzDw 60 CHVRCHES Latinoamérica: CHVRCHES - Miracle (Lyrics) | 5nI9Bm7z3gE 53 CHVRCHES: CHVRCHES - Miracle (From Jimmy Kimmel Live!) | bmXxLzrue6A 44 TheEllenShow: CHVRCHES Brings 'Miracle' to Ellen!
CHVRCHES	Over	8ecVwQIUTHA	high	search	87	225	CHVRCHES	CHVRCHES - Over	8Eb9JFsgG0c 86 CHVRCHES: CHVRCHES - OVER (Lyric Video) | Dcmwaea5n0U 55 CHVRCHES: CHVRCHES - Over (Live at Audio São Paulo) | BNK57k8neio 39 excessVEVO: CHVRCHES - Over (Audio)
CHVRCHES	Recover	JyqemIbjcfg	high	search	87	236	CHVRCHES	CHVRCHES - Recover	SQc7b-nKsLo 86 CHVRCHES: CHVRCHES - Recover (Travelogue) | DQRs7WIeL8g 61 CHVRCHES Latinoamérica: CHVRCHES Recover | RXdZY74VfJc 30 CHVRCHES Latinoamérica: Recover (Glastonbury 2016) CHVRCHES Live
Claire Rosinkranz	Dancer	Q8vLXtVQ8FU	high	search	95	182	Claire Rosinkranz	Claire Rosinkranz - Dancer (Official Visualizer)	eFxrHpyZEK4 55 Claire Rosinkranz: Claire Rosinkranz - Dancer | Live from Vevo Studios | H7Vm1bHd8FU 41 Untuned: Claire Rosinkranz - Dancer (Lyrics) | FXktVjoxSqo 39 Pop Station: Claire Rosinkranz - Dancer
Clairo	Sofia	L9l8zCOwEII	low	search	47	189	Claire Cottrill	Clairo - Sofia	q-L4svkSj9s 46 Chilled Sad: Clairo - Sofia (Lyrics) | bXO6sCwcTgs 45 JusCer: Clairo // sofia | 0y8AEEyS20Q 39 Jason Photography: Clairo - Sofia (Music Video)
Clare Dunn	Salt and Lime	UNfqFbrd5CU	high	search	94	167	Clare Dunn	"Clare Dunn - ""Salt and Lime"" (Official Audio)"	"SkIkh2N6PYc 87 Clare Dunn: Clare Dunn - Salt and Lime (Official Lyric Video) | rgnlKJH-ndI 53 Clare Dunn: Clare Dunn - Salt and Lime (Acoustic) [Official Audio] | i547SQsq2Qw 39 Payn Endas: Clare Dunn performing ""Salt and Lime"" at Wild Goose Saloon - Parker, CO - February 6, 2025"
Clean Bandit	Cry Baby (feat. Anne-Marie, David Guetta)	P6OgpKqb-HA	high	search	95	167	Clean Bandit	Clean Bandit, Anne-Marie, David Guetta – Cry Baby (Official Video)	Xx50kYLMxPY 85 Clean Bandit: Clean Bandit, Anne-Marie, David Guetta - Cry Baby (Official Lyric Video) | _IhwePmppqI 46 7clouds: Clean Bandit, Anne-Marie, David Guetta - Cry Baby (Lyrics) | vTypUFguoT0 44 WaveMusic: Clean Bandit & David Guetta - Cry Baby (Lyrics) feat. Anne-Marie
Clean Bandit	Rather Be (feat. Jess Glynne)	m-M1AtrxztU	high	search	95	269	Clean Bandit	Clean Bandit - Rather Be ft. Jess Glynne [Official Video]	8uT2rzHDkUc 47 MusicWorld: Rather be - Clean Bandit feat. Jess Glynne (Official Audio) | 2YTDWLKDnuk 46 Bad Boy Edd: Clean Bandit - Rather Be ft. Jess Glynne Official Music Video | mX2Y9yWfHBI 41 Sunrise Sounds: Clean Bandit, Jess Glynne - Rather Be (Lyrics)
Clean Bandit	Symphony (Feat. Zara Larsson)	aatr_2MstrI	high	search	95	246	Clean Bandit	Clean Bandit - Symphony (feat. Zara Larsson) [Official Video]	V3_GgMyVypw 75 Clean Bandit: Symphony (feat. Zara Larsson) (Alternative Version) | pU_B-13jjkc 54 Clean Bandit: Clean Bandit - Symphony feat. Zara Larsson [Live at the Teen Choice Awards 2017] | PIf9GvWaxQQ 45 7clouds: Clean Bandit - Symphony (Lyrics) feat. Zara Larsson
Coast Modern	Dive	ILvLMuooYhI	high	search	95	216	Coast Modern	🌴🐬Coast Modern - Dive [Official Video]🐬🌴	-UUC8-hErZ4 94 Coast Modern: Coast Modern - Dive [Official Visualizer] | L9loCE8dk-g 44 Paste Magazine: Coast Modern - Dive - 9/25/2017 - Paste Studios, New York, NY | jaTuCsO-cN8 40 House of Indie: Coast Modern - Dive
Cobra Starship	You Make Me Feel... (feat. Sabi)	HpyZEzrDf4c	low	search	55	215	Fueled By Ramen	Cobra Starship: You Make Me Feel... ft. Sabi [OFFICIAL VIDEO]	"5NfJbjARpwQ 41 cloudberry : Cobra Starship - You Make Me Feel... (feat. Sabi) (Lyrics) | 6-dx7fzFeuQ 40 Espaço Music: Cobra Starship - You Make Me Feel... (Feat. Sabi) | 4BJNC2yWw6I 39 Sabi: Cobra Starship ft. Sabi - ""You Make Me Feel...."" [Audio]"
Coco & Breezy	Everyday	zh8zPWHBTQ4	high	search	87	194	Coco & Breezy	Coco & Breezy - Everyday (Lyric Video)	W-S13lT6ZNY 39 deldrik: Everyday Rain (Coco & Breezy × Girls Last Tour) | LdnO0uTLNVE 21 Coco & Breezy: Coco & Breezy - I Am Free [Visualizer] | T8QbT1KFV-A 18 Coco & Breezy: Coco & Breezy - Manifest [Visualizer]
Coco Jones	Me And You	rPfJrZ4hdXQ	low	search	48	197	Disney¡Fan!	Let It Shine – Me and You (Official Music Video) HD 1080p	"HDn-IjrmO18 47 DisneyMusicVEVO: Me And You (from ""Let It Shine"") - Coco Jones, Tyler Williams | M2mgmOywNzs 39 Светлана Шуйская: Me & You by Tyler James Williams & Coco Jones on Good Morning America 06/13/2012 | KLnakElfwpg 38 Movie Soundtracks: Tyler James Williams and Coco Jones - Me And You"
Cody Johnson	That’s Texas	y77Qjf0uIf8	high	search	87	164	Cody Johnson	Cody Johnson - That's Texas (Lyric Video)	gI2Lnwc-Smo 56 Cody Johnson: Cody Johnson - That's Texas (Live from CMA Fest 2024) | CFhFFB1qG7M 54 Cody Johnson: Cody Johnson - That's Texas (Live from the 2024 CMT Awards) | 6cEma3fgcyk 40 Country Vibes: Cody Johnson - That's Texas (Lyrics)
Coheed and Cambria	Someone Who Can	mld4KuTNg0M	high	search	95	226	Coheed and Cambria	Coheed and Cambria - Someone Who Can (Official Music Video)	CcQsGqiOWRQ 78 Coheed and Cambria: Someone Who Can | 1ADi0uyzI8I 40 Tcold7: Coheed and Cambria - Someone Who Can (Lyrics) | fBVgXDEz-ac 38 Rock Paradise: Coheed and Cambria - Someone Who Can (Lyrics)
Colbie Caillat	Let It Snow (Feat. Gavin Degraw)	ujHroNJnnh8	low	search	41	232	Beat Culture	Colbie Caillat & Gavin DeGraw – Let It Snow | Holiday Pop Duet	PlHmJWvbET8 31 CMT Crossroads: Brett Young and Maddie & Tae Perform 'Let it Snow' ❄️ CMT Crossroads Christmas | kiJRVdF0uoE 30 Premiere A Cappella: Let It Snow / Baby It's Cold Outside - Premiere A Cappella | tHOzVtb-cIE 27 HitZone Music: Colbie Caillat, Gavin DeGraw – Let It Snow (Holiday Duet)
Colbie Caillat	Live Without (feat. Maddie & Tae)	bTCIp9O9j7w	high	search	95	193	Colbie Caillat	Colbie Caillat, Maddie & Tae - Live Without (Official Music Video)	dEe88TtxvpU 41 Trending Now Lyrics: Colbie Caillat, Maddie & Tae - Live Without (Lyrics) | yRxb5D5ooPU 40 Mpw music: Colbie Caillat - Live Without // sub español || ft. Maddie & Tae | V0cxxV_32Fw 30 Alexis Williams (Strong) (Lex’s Liners): Live Without Line Dance 
Cold War Kids	Love Is Mystical	Qbe3oSfUG00	high	search	87	222	Cold War Kids	Cold War Kids - Love Is Mystical	zzvk_k-MPYA 54 Cold War Kids: Cold War Kids - Love Is Mystical (Live From Jimmy Kimmel Live!) | vrPn-pQyDOo 41 LyricsVerse: Cold War Kids - Love Is Mystical (Lyrics) | 8Ongs5zq-C8 40 Suits Music: Cold War Kids - Love Is Mystical | Suits Music 8x16
Cold War Kids	Run Away With Me	PVVK7HkdW9k	high	search	87	193	Cold War Kids	Cold War Kids - Run Away With Me (Official Lyric Video)	K1EfLVnpp7Q 41 Best Mus1c : Run Away With Me - Cold War Kids | Rock Week by Music HUB | zE23hMLbHg4 27 Cold War Kids: Cold War Kids - First (Official Audio) | 60Rx9_K_Pqw 26 Cold War Kids: Cold War Kids - What You Say (Official Video)
Coldplay	A Sky Full Of Stars	VPRjCeoBqrI	high	search	95	254	Coldplay	Coldplay - A Sky Full Of Stars (Official Video)	zp7NtW_hKJI 94 Coldplay: Coldplay - A Sky Full Of Stars (Official audio) | W9kVVVMAcrQ 75 Coldplay: A Sky Full of Stars | Fpn1imb9qZg 54 Coldplay: Coldplay - A Sky Full Of Stars (Live at River Plate)
Coldplay	ALL MY LOVE (PNAU x Coldplay)	q0lO78i2w3M	high	search	95	193	Coldplay	PNAU x Coldplay - ALL MY LOVE (Official Video)	tmM9saeLC40 94 Coldplay: PNAU x Coldplay - ALL MY LOVE (Official Audio) | pSeaHfkd3M8 93 Coldplay: Coldplay - ALL MY LOVE (Official Video) | oYeIMKbNc5A 53 Coldplay: Coldplay - ALL MY LOVE (Live on the Graham Norton Show)
Coldplay	Charlie Brown	zTFBJgnNgU4	high	search	95	286	Coldplay	Coldplay - Charlie Brown (Official Video)	KhKxtv1FiUM 54 Coldplay: Coldplay - Charlie Brown (Live in Madrid 2011) | Wl-pTejqra8 53 Coldplay: Coldplay - Charlie Brown (Live on Letterman) | f9Ex4cAfU6U 41 Sunset Sounds: Coldplay - Charlie Brown | Lyrics
Coldplay	Higher Power	3lfnR7OhZY8	high	search	95	257	Coldplay	Coldplay - Higher Power (Official Video)	gXgf5smLEgQ 92 Coldplay: Coldplay - Higher Power (Official Audio // Extraterrestrial Transmission) | e-B7jMljhbk 86 Coldplay: Coldplay - Higher Power (Official Lyric Video) | 3WOwa0lWEz4 83 Coldplay: Coldplay - Higher Power (Official Dance Video)
Coldplay	Jupiter	07Pmjxhuo4k	high	search	87	241	Coldplay	Coldplay - JUPiTER (Official Lyric Visualiser)	wbRB7yawmnM 86 Coldplay: Coldplay - JUPiTER (A Film For The Future) | Np46gH98wps 85 Coldplay: Coldplay - Jupiter (Single Version) (Official Lyric Visualiser) | 6iJmMC_LKgs 44 Iyan Music: Coldplay - JUPiTER (Lyrics)
Coldplay	My Universe (Galantis Remix)	AnBP4sqp5MM	high	search	95	226	Coldplay	Coldplay X BTS - My Universe (Galantis Remix) [Official Audio]	f1mKf7mjLgo 92 Coldplay: Coldplay X BTS - My Universe (David Guetta Remix) [Official Audio] | HwRozlhZeIU 85 Coldplay: Coldplay X BTS - My Universe (SUGA's Remix) - (Official Lyric Video) | UDSXLUoIk08 46 Proximity: Coldplay X BTS - My Universe (Galantis Remix)
Coldplay	Viva La Vida	dvgZkm1xWPE	high	search	95	243	Coldplay	Coldplay - Viva La Vida (Official Video)	-ZvsGmYKhcU 55 Coldplay: Coldplay - Viva La Vida (Live In São Paulo) | 9ldOuVuas1c 53 Coldplay: Coldplay - Viva La Vida (Live in Madrid 2011) | y4zdDXPYo0I 46 Dan Music: Coldplay - Viva la Vida (Lyrics)
Cole Swindell	She Had Me At Heads Carolina	pW98g-Fb-EU	high	search	95	207	Cole Swindell	Cole Swindell - She Had Me At Heads Carolina (Official Music Video)	446TNAxwg_g 86 Cole Swindell: Cole Swindell - She Had Me At Heads Carolina (Audio) | iL4my7XOBVs 38 Lyrics Planet: Cole Swindell - She Had Me At Heads Carolina (Lyrics) | BcnnaPlgpAY 24 Cole Swindell: Cole Swindell & Jo Dee Messina - She Had Me At Heads Carolina (Remix) [2022 CMA Awards]
Colony House	Y.O.U.	PcoIbdT6n9I	high	search	95	345	Colony House	Colony House - You & I (Official Video)	DkfBxIH0g0k 94 Colony House: Colony House - You Know It (Official Video) | Mtckm-2lfQY 83 Colony House: Colony House - A-Sides Session: Colony House “You & I” (9.30.16) | CpH7K9VRuN8 54 Colony House: Colony House - You & I (Live From The Honda Stage)
Commodores	Brick House	ZdJmXeod0RE	low	search	64	213	The Commodores	Commodores - Brick House (Audio)	67xfYARWQjk 43 The Midnight Special: Brick House - The Commodores | The Midnight Special | -5EmnQp3V48 40 steelydan1979: The Commodores - Brick House | rrBx6mAWYPU 39 Miranda Mivino: The Commodores-Brick House
Commodores	Lady (You Bring Me Up)	phNLASyPsUU	low	search	64	241	The Commodores	Commodores - Lady (You Bring Me Up)	upijaChJz00 54 The Commodores: Lady (You Bring Me Up) | -xI4T4beTfI 53 The Commodores: Lady (You Bring Me Up) (Single Version) | YxNRQ5U-3g4 41 RWCBlogger: Lady - The Commodores
Commodores	Machine Gun	gXuiaQnA8ls	low	search	54	159	The Commodores	Machine Gun	wj_t86lIm3U 53 The Commodores: Machine Gun | vVoMJSMgsUM 42 mavrtje: Commodores - Machine gun (SoulTrain) | ho_Od3o9OLg 41 Scifier939: Commodores -  Machine Gun
Commodores	Nightshift	FrkEDe6Ljqs	low	search	72	279	The Commodores	Commodores - Nightshift (Official Music Video)	WMSbBg4_y54 61 The Commodores: Commodores- Nightshift | e-wxnOQYIT4 54 The Commodores: Nightshift (Single Version) | xgIgpDKGlk4 52 The Commodores: Nightshift
Commodores	Too Hot Ta Trot	eJmJL1wXYn8	low	search	56	339	The Commodores	Too Hot Ta Trot	"zRUji82RSxE 54 The Commodores: Too Hot Ta Trot (Single Version) | UgqeesjA9Gg 41 ReelinInTheYears66: The Commodores • ""Too Hot Ta Trot"" 1978 [Reelin' In The Years Archive] | LFJKwoXK8Lk 38 Nice memories 60s, 70s and 80s: Commodores  Too Hot Ta Trot  1978"
Conan Gray	Bourgeoisieses	8ALpoMsaoTg	high	search	87	152	Conan Gray	Conan Gray - Bourgeoisieses (Lyric Video)	OsD6B8_8n2Y 41 Max Music: Conan Gray - Bourgeoisieses | jxvYupyzcXk 39 TheeLyrics.: Conan Gray - Bourgeoisieses [Lyrics] | V3JbK3Tx5zU 38 K8 Concerts: Bourgeoisieses | Conan Gray | Wishbone Pajama Show | Kansas City, MO | September 29, 2025
Conan Gray	Never Ending Song	a0q6JMuLBYQ	high	search	95	219	Conan Gray	Conan Gray - Never Ending Song (Official Music Video)	sgci2K2PTpM 86 Conan Gray: Conan Gray - Never Ending Song (Official Lyric Video) | l9sdq7hegwk 53 Conan Gray: Conan Gray - Never Ending Song (Live Performance) | Vevo | MVaOkJAqXaw 40 Universal Music Japan International: 【和訳MV】Conan Gray - Never Ending Song / コナン・グレイ - ネヴァー・エンディング・ソング
Conner Smith	Creek Will Rise	-fxZOzAjKHo	high	search	95	175	Conner Smith	Conner Smith - Creek Will Rise (Official Music Video)	z97EWJ9g0ps 86 Conner Smith: Conner Smith - Creek Will Rise (Lyric Video) | IAtwyP7gYpc 54 Conner Smith: Conner Smith - Creek Will Rise (Live) | Y3eMXXVXlsM 43 Conner Smith: Conner Smith – Creek Will Rise (Acoustic Version)
Conner Smith	Steal My Thunder (feat. Tucker Wetmore)	vfKUxlymI4U	high	search	87	190	Conner Smith	Conner Smith - Steal My Thunder (feat. Tucker Wetmore) [From Twisters: The Album]	AIbCOezt4YY 78 Conner Smith: Steal My Thunder (feat. Tucker Wetmore) | j83ddKiyNLU 40 Whiskey & Wallows: Conner Smith - Steal My Thunder (Lyrics) | slgfA5Y_mh8 39 Fr4me lyrics: Conner Smith - Steal My Thunder (feat. Tucker Wetmore) (lyrics)
Crash Adams	Good Side	E6KfK-JU4Vs	high	search	87	164	Crash Adams	Crash Adams - Good Side (Official Lyric Video)	JAn6W16XipM 85 Crash Adams: Good Side (Feat. @shazza21)  - Crash Adams | bjnORTloqrg 84 Crash Adams: Good Side (Feat. @KALAN_zc ) - Crash Adams | uKd3b2RZSKU 83 Crash Adams: Good Side (Feat. @WillyWinarko) - Crash Adams
Creedence Clearwater Revival	Suzie Q (Pt. 1) (Mono Single)	3PGvzP6WyUo	high	search	79	279	Creedence Clearwater Revival	Suzie Q (Pt. 1) (Pt. 1 / Mono Single)	F0Wxs-nphSo 40 AnotherProf: 1968 HITS ARCHIVE: Suzie Q. (Part One) - Creedence Clearwater Revival (mono 45) | kCmdzR21A6g -24 Paul Clearwater: Creedence Clearwater Revival - Susie Q (Part 1 / Mono Single) | xP84SjwHph0 -26 BrazilianUploader: Creedence Clearwater Revival - Susie Q
Culture Club	It's A Miracle	1vhB25Yjp9c	high	search	92	201	CultureClubReleasesVEVO	Culture Club - It's A Miracle (Official Remastered Audio)	YewVugPHon4 87 Culture Club: Culture Club - It's A Miracle | 9S48eqKeEs8 84 Culture Club: Culture Club - It's A Miracle (The Tube, June 24, 1983) | bAphVxqbCV4 78 Culture Club: It's A Miracle
Cyndi Lauper	Girls Just Want To Have Fun	PIb6AZdTr-A	high	search	95	267	Cyndi Lauper	Cyndi Lauper - Girls Just Want To Have Fun (Official Video)	"jRr5EasAq84 78 Cyndi Lauper: Girls Just Want to Have Fun | biw4s8RQNn8 61 Rock & Roll Hall of Fame and Cyndi Lauper: Cyndi Lauper ""Girls Just Want to Have Fun"" with Avril Lavigne  | iS61LkCObFc 53 Cyndi Lauper: Cyndi Lauper - Girls Just Want to Have Fun (Live in Paris)"
Cyril	Stumblin' In	57VMB1IzLKY	low	search	72	214	CYRIL and Spinnin' Records	CYRIL - Stumblin' In (Official Music Video)	d5wURLqNTXE 70 Spinnin' Records and CYRIL: CYRIL - Stumblin' In (Official Audio) | 9UCB1ZqSb-s 46 The Vibe Guide: CYRIL - Stumblin' In (Lyrics) | 0AbvnTgGH8s 43 Smokie: Chris Norman, Suzi Quatro - Stumblin' in (Official Video)
Cyril	True (Feat. Kita Alexander)	LGwFeWQzB0o	high	search	87	126	CYRIL	CYRIL, Kita Alexander - True (Official Lyric Video)	EsDVTXrsVkk 40 soundbox Records: Cyril feat. Kita Alexander - True | EWzLwuysESs 21 Illumi Music: CYRIL & Kita Alexander - True (Extended Mix) | 57VMB1IzLKY 3 CYRIL and Spinnin' Records: CYRIL - Stumblin' In (Official Music Video)
D4vd	Feel It (From The Original Series “Invincible”)	vZi8ET9k11g	high	search	95	155	d4vd	d4vd - Feel It (Official Music Video)	11rpGprITo0 83 d4vd: d4vd - Feel It (Animated Lyric Video) | V5ugDWsGM6g 46 Rap Samurai: d4vd - Feel It (Lyrics) | 77KTJ2qa158 40 raazuh: d4vd - Feel It | Spider-Verse
Da Hool	Meet Her at the Love Parade	YdRMpwaP0Bs	high	search	86	247	Da Hool - Topic	Meet Her at the Loveparade (Nalin & Kane Radio Edit)	ydrr0zOFa2k 70 Da Hool - Topic: Meet Her at the Loveparade | KO4y3nkJXDA 55 kosmorecords: Da Hool - meet her at the Loveparade -  Official Video (HQ) | MuIA63oAQ0E 38 ptimecbenji: Da hool - meet her at the love parade
Daft Punk	Around The World	K0HSD_i2DvA	high	search	97	242	Daft Punk	Daft Punk - Around The World (Official Music Video Remastered)	dwDns8x3Jb4 94 Daft Punk: Daft Punk - Around the World (Official Audio) | ARfJ55bUAw0 75 Daft Punk: Around the World (Radio Edit) | x84m3YyO2oU 55 Daft Punk: Daft Punk - Around the World / Harder Better Faster Stronger (Official Live Video 2007)
Daft Punk	Digital Love	FxzBvqY5PP0	high	search	95	265	Daft Punk	Daft Punk - Digital Love (Official Video)	4whD6uAryMs 94 Daft Punk: Daft Punk - Digital Love (Official Audio) | MfO6EYbVBFw 76 Daft Punk: Digital Love (Radio Edit) | ulUkWYSdpBA 40 Liquid Music: Daft Punk - Digital Love (Lyrics / Lyrics Video)
Daft Punk	One More Time	FGBhQbmPwH8	high	search	95	322	Daft Punk	Daft Punk - One More Time (Official Video)	A2VpR8HahKc 94 Daft Punk: Daft Punk - One More Time (Official Audio) | fa5IWHDbftI 76 Daft Punk: One More Time | QxaaUVsbhrU 42 Matt Page: Daft Punk   One More Time 4K Remastered 60fps
